"Notes"	"State"	"StateCode"	"Year"	"YearCode"	"Age"	"AgeCode"	Births	FPop	Rate
	"Idaho"	"16"	"2015"	"2015"	"45-49 years"	"45-49"	31	Not Available	Not Available
	"Illinois"	"17"	"2007"	"2007"	"Under 15 years"	"15"	260	Not Available	Not Available
	"Illinois"	"17"	"2007"	"2007"	"15-19 years"	"15-19"	18089	450355	40.17
	"Illinois"	"17"	"2007"	"2007"	"20-24 years"	"20-24"	40055	429962	93.16
	"Illinois"	"17"	"2007"	"2007"	"25-29 years"	"25-29"	50665	445735	113.67
	"Illinois"	"17"	"2007"	"2007"	"30-34 years"	"30-34"	43847	420791	104.20
	"Illinois"	"17"	"2007"	"2007"	"35-39 years"	"35-39"	23038	447946	51.43
	"Illinois"	"17"	"2007"	"2007"	"40-44 years"	"40-44"	4578	460521	9.94
	"Illinois"	"17"	"2007"	"2007"	"45-49 years"	"45-49"	286	Not Available	Not Available
	"Illinois"	"17"	"2007"	"2007"	"50 years and over"	"50+"	18	Not Available	Not Available
	"Illinois"	"17"	"2008"	"2008"	"Under 15 years"	"15"	254	Not Available	Not Available
	"Illinois"	"17"	"2008"	"2008"	"15-19 years"	"15-19"	17410	451974	38.52
	"Illinois"	"17"	"2008"	"2008"	"20-24 years"	"20-24"	38420	428234	89.72
	"Illinois"	"17"	"2008"	"2008"	"25-29 years"	"25-29"	49309	453257	108.79
	"Illinois"	"17"	"2008"	"2008"	"30-34 years"	"30-34"	44165	421577	104.76
	"Illinois"	"17"	"2008"	"2008"	"35-39 years"	"35-39"	22227	443546	50.11
	"Illinois"	"17"	"2008"	"2008"	"40-44 years"	"40-44"	4661	449921	10.36
	"Illinois"	"17"	"2008"	"2008"	"45-49 years"	"45-49"	331	Not Available	Not Available
	"Illinois"	"17"	"2008"	"2008"	"50 years and over"	"50+"	18	Not Available	Not Available
	"Illinois"	"17"	"2009"	"2009"	"Under 15 years"	"15"	187	Not Available	Not Available
	"Illinois"	"17"	"2009"	"2009"	"15-19 years"	"15-19"	16196	451682	35.86
	"Illinois"	"17"	"2009"	"2009"	"20-24 years"	"20-24"	36336	430084	84.49
	"Illinois"	"17"	"2009"	"2009"	"25-29 years"	"25-29"	47486	455510	104.25
	"Illinois"	"17"	"2009"	"2009"	"30-34 years"	"30-34"	44226	426680	103.65
	"Illinois"	"17"	"2009"	"2009"	"35-39 years"	"35-39"	21669	436665	49.62
	"Illinois"	"17"	"2009"	"2009"	"40-44 years"	"40-44"	4745	440550	10.77
	"Illinois"	"17"	"2009"	"2009"	"45-49 years"	"45-49"	300	Not Available	Not Available
	"Illinois"	"17"	"2009"	"2009"	"50 years and over"	"50+"	18	Not Available	Not Available
	"Illinois"	"17"	"2010"	"2010"	"Under 15 years"	"15"	190	Not Available	Not Available
	"Illinois"	"17"	"2010"	"2010"	"15-19 years"	"15-19"	14798	448356	33.01
	"Illinois"	"17"	"2010"	"2010"	"20-24 years"	"20-24"	34269	431451	79.43
	"Illinois"	"17"	"2010"	"2010"	"25-29 years"	"25-29"	45516	453386	100.39
	"Illinois"	"17"	"2010"	"2010"	"30-34 years"	"30-34"	44391	431902	102.78
	"Illinois"	"17"	"2010"	"2010"	"35-39 years"	"35-39"	20951	429314	48.80
	"Illinois"	"17"	"2010"	"2010"	"40-44 years"	"40-44"	4749	437344	10.86
	"Illinois"	"17"	"2010"	"2010"	"45-49 years"	"45-49"	311	Not Available	Not Available
	"Illinois"	"17"	"2010"	"2010"	"50 years and over"	"50+"	25	Not Available	Not Available
	"Illinois"	"17"	"2011"	"2011"	"Under 15 years"	"15"	136	Not Available	Not Available
	"Illinois"	"17"	"2011"	"2011"	"15-19 years"	"15-19"	13026	442118	29.46
	"Illinois"	"17"	"2011"	"2011"	"20-24 years"	"20-24"	32638	435365	74.97
	"Illinois"	"17"	"2011"	"2011"	"25-29 years"	"25-29"	44504	449849	98.93
	"Illinois"	"17"	"2011"	"2011"	"30-34 years"	"30-34"	44911	440554	101.94
	"Illinois"	"17"	"2011"	"2011"	"35-39 years"	"35-39"	21060	415656	50.67
	"Illinois"	"17"	"2011"	"2011"	"40-44 years"	"40-44"	4719	439122	10.75
	"Illinois"	"17"	"2011"	"2011"	"45-49 years"	"45-49"	298	Not Available	Not Available
	"Illinois"	"17"	"2011"	"2011"	"50 years and over"	"50+"	20	Not Available	Not Available
	"Illinois"	"17"	"2012"	"2012"	"Under 15 years"	"15"	151	Not Available	Not Available
	"Illinois"	"17"	"2012"	"2012"	"15-19 years"	"15-19"	12098	434055	27.87
	"Illinois"	"17"	"2012"	"2012"	"20-24 years"	"20-24"	32063	440222	72.83
	"Illinois"	"17"	"2012"	"2012"	"25-29 years"	"25-29"	43672	445237	98.09
	"Illinois"	"17"	"2012"	"2012"	"30-34 years"	"30-34"	45155	444084	101.68
	"Illinois"	"17"	"2012"	"2012"	"35-39 years"	"35-39"	20993	411739	50.99
	"Illinois"	"17"	"2012"	"2012"	"40-44 years"	"40-44"	4705	437736	10.75
	"Illinois"	"17"	"2012"	"2012"	"45-49 years"	"45-49"	303	Not Available	Not Available
	"Illinois"	"17"	"2012"	"2012"	"50 years and over"	"50+"	20	Not Available	Not Available
	"Illinois"	"17"	"2013"	"2013"	"Under 15 years"	"15"	124	Not Available	Not Available
	"Illinois"	"17"	"2013"	"2013"	"15-19 years"	"15-19"	10525	427226	24.64
	"Illinois"	"17"	"2013"	"2013"	"20-24 years"	"20-24"	31251	443811	70.42
	"Illinois"	"17"	"2013"	"2013"	"25-29 years"	"25-29"	42541	439771	96.73
	"Illinois"	"17"	"2013"	"2013"	"30-34 years"	"30-34"	45809	447837	102.29
	"Illinois"	"17"	"2013"	"2013"	"35-39 years"	"35-39"	21643	411888	52.55
	"Illinois"	"17"	"2013"	"2013"	"40-44 years"	"40-44"	4682	432826	10.82
	"Illinois"	"17"	"2013"	"2013"	"45-49 years"	"45-49"	328	Not Available	Not Available
	"Illinois"	"17"	"2013"	"2013"	"50 years and over"	"50+"	28	Not Available	Not Available
	"Illinois"	"17"	"2014"	"2014"	"Under 15 years"	"15"	93	Not Available	Not Available
	"Illinois"	"17"	"2014"	"2014"	"15-19 years"	"15-19"	9591	420404	22.81
	"Illinois"	"17"	"2014"	"2014"	"20-24 years"	"20-24"	30975	446793	69.33
	"Illinois"	"17"	"2014"	"2014"	"25-29 years"	"25-29"	43178	439158	98.32
	"Illinois"	"17"	"2014"	"2014"	"30-34 years"	"30-34"	47195	447563	105.45
	"Illinois"	"17"	"2014"	"2014"	"35-39 years"	"35-39"	22535	416051	54.16
	"Illinois"	"17"	"2014"	"2014"	"40-44 years"	"40-44"	4632	426514	10.86
	"Illinois"	"17"	"2014"	"2014"	"45-49 years"	"45-49"	323	Not Available	Not Available
	"Illinois"	"17"	"2014"	"2014"	"50 years and over"	"50+"	34	Not Available	Not Available
	"Illinois"	"17"	"2015"	"2015"	"Under 15 years"	"15"	84	Not Available	Not Available
	"Illinois"	"17"	"2015"	"2015"	"15-19 years"	"15-19"	8764	416157	21.06
	"Illinois"	"17"	"2015"	"2015"	"20-24 years"	"20-24"	30279	442227	68.47
	"Illinois"	"17"	"2015"	"2015"	"25-29 years"	"25-29"	43379	440168	98.55
	"Illinois"	"17"	"2015"	"2015"	"30-34 years"	"30-34"	47451	442994	107.11
	"Illinois"	"17"	"2015"	"2015"	"35-39 years"	"35-39"	23092	420934	54.86
	"Illinois"	"17"	"2015"	"2015"	"40-44 years"	"40-44"	4690	415154	11.30
	"Illinois"	"17"	"2015"	"2015"	"45-49 years"	"45-49"	354	Not Available	Not Available
	"Illinois"	"17"	"2015"	"2015"	"50 years and over"	"50+"	23	Not Available	Not Available
	"Indiana"	"18"	"2007"	"2007"	"Under 15 years"	"15"	109	Not Available	Not Available
	"Indiana"	"18"	"2007"	"2007"	"15-19 years"	"15-19"	9948	231272	43.01
	"Indiana"	"18"	"2007"	"2007"	"20-24 years"	"20-24"	25642	219955	116.58
	"Indiana"	"18"	"2007"	"2007"	"25-29 years"	"25-29"	27141	209192	129.74
	"Indiana"	"18"	"2007"	"2007"	"30-34 years"	"30-34"	17912	196474	91.17
	"Indiana"	"18"	"2007"	"2007"	"35-39 years"	"35-39"	7588	214322	35.40
	"Indiana"	"18"	"2007"	"2007"	"40-44 years"	"40-44"	1456	226631	6.42
	"Indiana"	"18"	"2007"	"2007"	"45-49 years"	"45-49"	67	Not Available	Not Available
	"Indiana"	"18"	"2008"	"2008"	"Under 15 years"	"15"	114	Not Available	Not Available
	"Indiana"	"18"	"2008"	"2008"	"15-19 years"	"15-19"	9607	233197	41.20
	"Indiana"	"18"	"2008"	"2008"	"20-24 years"	"20-24"	25066	219949	113.96
	"Indiana"	"18"	"2008"	"2008"	"25-29 years"	"25-29"	26940	211001	127.68
	"Indiana"	"18"	"2008"	"2008"	"30-34 years"	"30-34"	17833	197785	90.16
	"Indiana"	"18"	"2008"	"2008"	"35-39 years"	"35-39"	7630	213502	35.74
	"Indiana"	"18"	"2008"	"2008"	"40-44 years"	"40-44"	1469	220222	6.67
	"Indiana"	"18"	"2008"	"2008"	"45-49 years"	"45-49"	81	Not Available	Not Available
	"Indiana"	"18"	"2009"	"2009"	"Under 15 years"	"15"	95	Not Available	Not Available
	"Indiana"	"18"	"2009"	"2009"	"15-19 years"	"15-19"	9527	233337	40.83
	"Indiana"	"18"	"2009"	"2009"	"20-24 years"	"20-24"	23995	222095	108.04
	"Indiana"	"18"	"2009"	"2009"	"25-29 years"	"25-29"	26316	210545	124.99
	"Indiana"	"18"	"2009"	"2009"	"30-34 years"	"30-34"	17941	200014	89.70
	"Indiana"	"18"	"2009"	"2009"	"35-39 years"	"35-39"	7218	211181	34.18
	"Indiana"	"18"	"2009"	"2009"	"40-44 years"	"40-44"	1466	213635	6.86
	"Indiana"	"18"	"2009"	"2009"	"45-49 years"	"45-49"	106	Not Available	Not Available
	"Indiana"	"18"	"2010"	"2010"	"Under 15 years"	"15"	91	Not Available	Not Available
	"Indiana"	"18"	"2010"	"2010"	"15-19 years"	"15-19"	8665	232025	37.35
	"Indiana"	"18"	"2010"	"2010"	"20-24 years"	"20-24"	22518	223758	100.64
	"Indiana"	"18"	"2010"	"2010"	"25-29 years"	"25-29"	25569	208719	122.50
	"Indiana"	"18"	"2010"	"2010"	"30-34 years"	"30-34"	18277	203102	89.99
	"Indiana"	"18"	"2010"	"2010"	"35-39 years"	"35-39"	7263	208104	34.90
	"Indiana"	"18"	"2010"	"2010"	"40-44 years"	"40-44"	1458	211685	6.89
	"Indiana"	"18"	"2010"	"2010"	"45-49 years"	"45-49"	92	Not Available	Not Available
	"Indiana"	"18"	"2011"	"2011"	"Under 15 years"	"15"	93	Not Available	Not Available
	"Indiana"	"18"	"2011"	"2011"	"15-19 years"	"15-19"	7917	227621	34.78
	"Indiana"	"18"	"2011"	"2011"	"20-24 years"	"20-24"	22244	229425	96.96
	"Indiana"	"18"	"2011"	"2011"	"25-29 years"	"25-29"	25788	207812	124.09
	"Indiana"	"18"	"2011"	"2011"	"30-34 years"	"30-34"	18765	208123	90.16
	"Indiana"	"18"	"2011"	"2011"	"35-39 years"	"35-39"	7282	201333	36.17
	"Indiana"	"18"	"2011"	"2011"	"40-44 years"	"40-44"	1545	213068	7.25
	"Indiana"	"18"	"2011"	"2011"	"45-49 years"	"45-49"	65	Not Available	Not Available
	"Indiana"	"18"	"2012"	"2012"	"Under 15 years"	"15"	61	Not Available	Not Available
	"Indiana"	"18"	"2012"	"2012"	"15-19 years"	"15-19"	7370	223128	33.03
	"Indiana"	"18"	"2012"	"2012"	"20-24 years"	"20-24"	22482	234859	95.73
	"Indiana"	"18"	"2012"	"2012"	"25-29 years"	"25-29"	25466	207064	122.99
	"Indiana"	"18"	"2012"	"2012"	"30-34 years"	"30-34"	19121	209497	91.27
	"Indiana"	"18"	"2012"	"2012"	"35-39 years"	"35-39"	7218	199317	36.21
	"Indiana"	"18"	"2012"	"2012"	"40-44 years"	"40-44"	1436	212711	6.75
	"Indiana"	"18"	"2012"	"2012"	"45-49 years"	"45-49"	68	Not Available	Not Available
	"Indiana"	"18"	"2013"	"2013"	"Under 15 years"	"15"	72	Not Available	Not Available
	"Indiana"	"18"	"2013"	"2013"	"15-19 years"	"15-19"	6742	222647	30.28
	"Indiana"	"18"	"2013"	"2013"	"20-24 years"	"20-24"	22385	237166	94.39
	"Indiana"	"18"	"2013"	"2013"	"25-29 years"	"25-29"	25415	208234	122.05
	"Indiana"	"18"	"2013"	"2013"	"30-34 years"	"30-34"	19221	211820	90.74
	"Indiana"	"18"	"2013"	"2013"	"35-39 years"	"35-39"	7665	199730	38.38
	"Indiana"	"18"	"2013"	"2013"	"40-44 years"	"40-44"	1513	212541	7.12
	"Indiana"	"18"	"2013"	"2013"	"45-49 years"	"45-49"	85	Not Available	Not Available
	"Indiana"	"18"	"2014"	"2014"	"Under 15 years"	"15"	60	Not Available	Not Available
	"Indiana"	"18"	"2014"	"2014"	"15-19 years"	"15-19"	6223	222281	28.00
	"Indiana"	"18"	"2014"	"2014"	"20-24 years"	"20-24"	22039	239641	91.97
	"Indiana"	"18"	"2014"	"2014"	"25-29 years"	"25-29"	26044	209963	124.04
	"Indiana"	"18"	"2014"	"2014"	"30-34 years"	"30-34"	20225	211686	95.54
	"Indiana"	"18"	"2014"	"2014"	"35-39 years"	"35-39"	7867	201835	38.98
	"Indiana"	"18"	"2014"	"2014"	"40-44 years"	"40-44"	1539	210025	7.33
	"Indiana"	"18"	"2014"	"2014"	"45-49 years"	"45-49"	77	Not Available	Not Available
	"Indiana"	"18"	"2015"	"2015"	"Under 15 years"	"15"	64	Not Available	Not Available
	"Indiana"	"18"	"2015"	"2015"	"15-19 years"	"15-19"	5813	223275	26.04
	"Indiana"	"18"	"2015"	"2015"	"20-24 years"	"20-24"	21389	237767	89.96
	"Indiana"	"18"	"2015"	"2015"	"25-29 years"	"25-29"	26577	213597	124.43
	"Indiana"	"18"	"2015"	"2015"	"30-34 years"	"30-34"	20420	210617	96.95
	"Indiana"	"18"	"2015"	"2015"	"35-39 years"	"35-39"	8127	204909	39.66
	"Indiana"	"18"	"2015"	"2015"	"40-44 years"	"40-44"	1539	206345	7.46
	"Indiana"	"18"	"2015"	"2015"	"45-49 years"	"45-49"	109	Not Available	Not Available
	"Iowa"	"19"	"2007"	"2007"	"Under 15 years"	"15"	41	Not Available	Not Available
	"Iowa"	"19"	"2007"	"2007"	"15-19 years"	"15-19"	3529	107724	32.76
	"Iowa"	"19"	"2007"	"2007"	"20-24 years"	"20-24"	10545	105280	100.16
	"Iowa"	"19"	"2007"	"2007"	"25-29 years"	"25-29"	13537	90790	149.10
	"Iowa"	"19"	"2007"	"2007"	"30-34 years"	"30-34"	8771	85835	102.18
	"Iowa"	"19"	"2007"	"2007"	"35-39 years"	"35-39"	3763	91532	41.11
	"Iowa"	"19"	"2007"	"2007"	"40-44 years"	"40-44"	659	100418	6.56
	"Iowa"	"19"	"2007"	"2007"	"45-49 years"	"45-49"	40	Not Available	Not Available
	"Iowa"	"19"	"2008"	"2008"	"Under 15 years"	"15"	38	Not Available	Not Available
	"Iowa"	"19"	"2008"	"2008"	"15-19 years"	"15-19"	3591	107606	33.37
	"Iowa"	"19"	"2008"	"2008"	"20-24 years"	"20-24"	10118	104346	96.97
	"Iowa"	"19"	"2008"	"2008"	"25-29 years"	"25-29"	13394	93442	143.34
	"Iowa"	"19"	"2008"	"2008"	"30-34 years"	"30-34"	8846	86971	101.71
	"Iowa"	"19"	"2008"	"2008"	"35-39 years"	"35-39"	3495	90469	38.63
	"Iowa"	"19"	"2008"	"2008"	"40-44 years"	"40-44"	687	96426	7.12
	"Iowa"	"19"	"2008"	"2008"	"45-49 years"	"45-49"	54	Not Available	Not Available
	"Iowa"	"19"	"2009"	"2009"	"Under 15 years"	"15"	30	Not Available	Not Available
	"Iowa"	"19"	"2009"	"2009"	"15-19 years"	"15-19"	3421	106721	32.06
	"Iowa"	"19"	"2009"	"2009"	"20-24 years"	"20-24"	9765	103921	93.97
	"Iowa"	"19"	"2009"	"2009"	"25-29 years"	"25-29"	13196	95867	137.65
	"Iowa"	"19"	"2009"	"2009"	"30-34 years"	"30-34"	9089	88718	102.45
	"Iowa"	"19"	"2009"	"2009"	"35-39 years"	"35-39"	3466	88289	39.26
	"Iowa"	"19"	"2009"	"2009"	"40-44 years"	"40-44"	683	93785	7.28
	"Iowa"	"19"	"2009"	"2009"	"45-49 years"	"45-49"	50	Not Available	Not Available
	"Iowa"	"19"	"2010"	"2010"	"Under 15 years"	"15"	32	Not Available	Not Available
	"Iowa"	"19"	"2010"	"2010"	"15-19 years"	"15-19"	3017	105598	28.57
	"Iowa"	"19"	"2010"	"2010"	"20-24 years"	"20-24"	9322	103883	89.74
	"Iowa"	"19"	"2010"	"2010"	"25-29 years"	"25-29"	12915	96334	134.06
	"Iowa"	"19"	"2010"	"2010"	"30-34 years"	"30-34"	9279	90713	102.29
	"Iowa"	"19"	"2010"	"2010"	"35-39 years"	"35-39"	3364	87574	38.41
	"Iowa"	"19"	"2010"	"2010"	"40-44 years"	"40-44"	743	92590	8.02
	"Iowa"	"19"	"2010"	"2010"	"45-49 years"	"45-49"	42	Not Available	Not Available
	"Iowa"	"19"	"2011"	"2011"	"Under 15 years"	"15"	21	Not Available	Not Available
	"Iowa"	"19"	"2011"	"2011"	"15-19 years"	"15-19"	2665	105233	25.32
	"Iowa"	"19"	"2011"	"2011"	"20-24 years"	"20-24"	8905	105516	84.39
	"Iowa"	"19"	"2011"	"2011"	"25-29 years"	"25-29"	12919	95780	134.88
	"Iowa"	"19"	"2011"	"2011"	"30-34 years"	"30-34"	9714	93914	103.44
	"Iowa"	"19"	"2011"	"2011"	"35-39 years"	"35-39"	3295	84975	38.78
	"Iowa"	"19"	"2011"	"2011"	"40-44 years"	"40-44"	665	92842	7.16
	"Iowa"	"19"	"2011"	"2011"	"45-49 years"	"45-49"	28	Not Available	Not Available
	"Iowa"	"19"	"2012"	"2012"	"Under 15 years"	"15"	34	Not Available	Not Available
	"Iowa"	"19"	"2012"	"2012"	"15-19 years"	"15-19"	2498	103699	24.09
	"Iowa"	"19"	"2012"	"2012"	"20-24 years"	"20-24"	9070	108077	83.92
	"Iowa"	"19"	"2012"	"2012"	"25-29 years"	"25-29"	12947	94659	136.78
	"Iowa"	"19"	"2012"	"2012"	"30-34 years"	"30-34"	9885	96094	102.87
	"Iowa"	"19"	"2012"	"2012"	"35-39 years"	"35-39"	3526	85130	41.42
	"Iowa"	"19"	"2012"	"2012"	"40-44 years"	"40-44"	701	92032	7.62
	"Iowa"	"19"	"2012"	"2012"	"45-49 years"	"45-49"	40	Not Available	Not Available
	"Iowa"	"19"	"2013"	"2013"	"Under 15 years"	"15"	12	Not Available	Not Available
	"Iowa"	"19"	"2013"	"2013"	"15-19 years"	"15-19"	2289	103458	22.12
	"Iowa"	"19"	"2013"	"2013"	"20-24 years"	"20-24"	8954	110032	81.38
	"Iowa"	"19"	"2013"	"2013"	"25-29 years"	"25-29"	13097	93387	140.24
	"Iowa"	"19"	"2013"	"2013"	"30-34 years"	"30-34"	10426	97603	106.82
	"Iowa"	"19"	"2013"	"2013"	"35-39 years"	"35-39"	3616	87396	41.37
	"Iowa"	"19"	"2013"	"2013"	"40-44 years"	"40-44"	658	91008	7.23
	"Iowa"	"19"	"2013"	"2013"	"45-49 years"	"45-49"	39	Not Available	Not Available
	"Iowa"	"19"	"2014"	"2014"	"Under 15 years"	"15"	21	Not Available	Not Available
	"Iowa"	"19"	"2014"	"2014"	"15-19 years"	"15-19"	2048	103555	19.78
	"Iowa"	"19"	"2014"	"2014"	"20-24 years"	"20-24"	8846	111645	79.23
	"Iowa"	"19"	"2014"	"2014"	"25-29 years"	"25-29"	13299	93204	142.69
	"Iowa"	"19"	"2014"	"2014"	"30-34 years"	"30-34"	10886	98300	110.74
	"Iowa"	"19"	"2014"	"2014"	"35-39 years"	"35-39"	3908	89731	43.55
	"Iowa"	"19"	"2014"	"2014"	"40-44 years"	"40-44"	639	89210	7.16
	"Iowa"	"19"	"2014"	"2014"	"45-49 years"	"45-49"	35	Not Available	Not Available
	"Iowa"	"19"	"2015"	"2015"	"Under 15 years"	"15"	12	Not Available	Not Available
	"Iowa"	"19"	"2015"	"2015"	"15-19 years"	"15-19"	1943	104311	18.63
	"Iowa"	"19"	"2015"	"2015"	"20-24 years"	"20-24"	8388	112274	74.71
	"Iowa"	"19"	"2015"	"2015"	"25-29 years"	"25-29"	13296	93046	142.90
	"Iowa"	"19"	"2015"	"2015"	"30-34 years"	"30-34"	10861	97990	110.84
	"Iowa"	"19"	"2015"	"2015"	"35-39 years"	"35-39"	4264	92802	45.95
	"Iowa"	"19"	"2015"	"2015"	"40-44 years"	"40-44"	656	87961	7.46
	"Iowa"	"19"	"2015"	"2015"	"45-49 years"	"45-49"	59	Not Available	Not Available
	"Kansas"	"20"	"2007"	"2007"	"Under 15 years"	"15"	48	Not Available	Not Available
	"Kansas"	"20"	"2007"	"2007"	"15-19 years"	"15-19"	4271	100563	42.47
	"Kansas"	"20"	"2007"	"2007"	"20-24 years"	"20-24"	11639	100468	115.85
	"Kansas"	"20"	"2007"	"2007"	"25-29 years"	"25-29"	12841	89290	143.81
	"Kansas"	"20"	"2007"	"2007"	"30-34 years"	"30-34"	8605	83766	102.73
	"Kansas"	"20"	"2007"	"2007"	"35-39 years"	"35-39"	3815	87104	43.80
	"Kansas"	"20"	"2007"	"2007"	"40-44 years"	"40-44"	735	93824	7.83
	"Kansas"	"20"	"2007"	"2007"	"45-49 years"	"45-49"	49	Not Available	Not Available
	"Kansas"	"20"	"2008"	"2008"	"Under 15 years"	"15"	40	Not Available	Not Available
	"Kansas"	"20"	"2008"	"2008"	"15-19 years"	"15-19"	4403	99823	44.11
	"Kansas"	"20"	"2008"	"2008"	"20-24 years"	"20-24"	11552	100164	115.33
	"Kansas"	"20"	"2008"	"2008"	"25-29 years"	"25-29"	12778	92649	137.92
	"Kansas"	"20"	"2008"	"2008"	"30-34 years"	"30-34"	8687	84239	103.12
	"Kansas"	"20"	"2008"	"2008"	"35-39 years"	"35-39"	3632	87348	41.58
	"Kansas"	"20"	"2008"	"2008"	"40-44 years"	"40-44"	687	89445	7.68
	"Kansas"	"20"	"2008"	"2008"	"45-49 years"	"45-49"	51	Not Available	Not Available
	"Kansas"	"20"	"2009"	"2009"	"Under 15 years"	"15"	36	Not Available	Not Available
	"Kansas"	"20"	"2009"	"2009"	"15-19 years"	"15-19"	4233	99129	42.70
	"Kansas"	"20"	"2009"	"2009"	"20-24 years"	"20-24"	11234	99024	113.45
	"Kansas"	"20"	"2009"	"2009"	"25-29 years"	"25-29"	12820	95594	134.11
	"Kansas"	"20"	"2009"	"2009"	"30-34 years"	"30-34"	8815	86674	101.70
	"Kansas"	"20"	"2009"	"2009"	"35-39 years"	"35-39"	3495	85967	40.66
	"Kansas"	"20"	"2009"	"2009"	"40-44 years"	"40-44"	722	87182	8.28
	"Kansas"	"20"	"2009"	"2009"	"45-49 years"	"45-49"	39	Not Available	Not Available
	"Kansas"	"20"	"2010"	"2010"	"Under 15 years"	"15"	36	Not Available	Not Available
	"Kansas"	"20"	"2010"	"2010"	"15-19 years"	"15-19"	3865	98459	39.25
	"Kansas"	"20"	"2010"	"2010"	"20-24 years"	"20-24"	10832	99004	109.41
	"Kansas"	"20"	"2010"	"2010"	"25-29 years"	"25-29"	12596	96706	130.25
	"Kansas"	"20"	"2010"	"2010"	"30-34 years"	"30-34"	8908	88602	100.54
	"Kansas"	"20"	"2010"	"2010"	"35-39 years"	"35-39"	3595	85288	42.15
	"Kansas"	"20"	"2010"	"2010"	"40-44 years"	"40-44"	762	86525	8.81
	"Kansas"	"20"	"2010"	"2010"	"45-49 years"	"45-49"	50	Not Available	Not Available
	"Kansas"	"20"	"2011"	"2011"	"Under 15 years"	"15"	52	Not Available	Not Available
	"Kansas"	"20"	"2011"	"2011"	"15-19 years"	"15-19"	3493	98702	35.39
	"Kansas"	"20"	"2011"	"2011"	"20-24 years"	"20-24"	10273	99902	102.83
	"Kansas"	"20"	"2011"	"2011"	"25-29 years"	"25-29"	12545	96620	129.84
	"Kansas"	"20"	"2011"	"2011"	"30-34 years"	"30-34"	9057	91226	99.28
	"Kansas"	"20"	"2011"	"2011"	"35-39 years"	"35-39"	3480	83261	41.80
	"Kansas"	"20"	"2011"	"2011"	"40-44 years"	"40-44"	708	86871	8.15
	"Kansas"	"20"	"2011"	"2011"	"45-49 years"	"45-49"	34	Not Available	Not Available
	"Kansas"	"20"	"2012"	"2012"	"Under 15 years"	"15"	28	Not Available	Not Available
	"Kansas"	"20"	"2012"	"2012"	"15-19 years"	"15-19"	3306	96979	34.09
	"Kansas"	"20"	"2012"	"2012"	"20-24 years"	"20-24"	10233	101975	100.35
	"Kansas"	"20"	"2012"	"2012"	"25-29 years"	"25-29"	12741	96021	132.69
	"Kansas"	"20"	"2012"	"2012"	"30-34 years"	"30-34"	9499	93055	102.08
	"Kansas"	"20"	"2012"	"2012"	"35-39 years"	"35-39"	3744	83438	44.87
	"Kansas"	"20"	"2012"	"2012"	"40-44 years"	"40-44"	746	86386	8.64
	"Kansas"	"20"	"2012"	"2012"	"45-49 years"	"45-49"	44	Not Available	Not Available
	"Kansas"	"20"	"2013"	"2013"	"Under 15 years"	"15"	30	Not Available	Not Available
	"Kansas"	"20"	"2013"	"2013"	"15-19 years"	"15-19"	2869	97016	29.57
	"Kansas"	"20"	"2013"	"2013"	"20-24 years"	"20-24"	9582	102918	93.10
	"Kansas"	"20"	"2013"	"2013"	"25-29 years"	"25-29"	12233	93934	130.23
	"Kansas"	"20"	"2013"	"2013"	"30-34 years"	"30-34"	9646	94767	101.79
	"Kansas"	"20"	"2013"	"2013"	"35-39 years"	"35-39"	3691	84093	43.89
	"Kansas"	"20"	"2013"	"2013"	"40-44 years"	"40-44"	747	85810	8.71
	"Kansas"	"20"	"2013"	"2013"	"45-49 years"	"45-49"	41	Not Available	Not Available
	"Kansas"	"20"	"2014"	"2014"	"Under 15 years"	"15"	24	Not Available	Not Available
	"Kansas"	"20"	"2014"	"2014"	"15-19 years"	"15-19"	2674	96916	27.59
	"Kansas"	"20"	"2014"	"2014"	"20-24 years"	"20-24"	9347	104088	89.80
	"Kansas"	"20"	"2014"	"2014"	"25-29 years"	"25-29"	12311	92697	132.81
	"Kansas"	"20"	"2014"	"2014"	"30-34 years"	"30-34"	10301	96403	106.85
	"Kansas"	"20"	"2014"	"2014"	"35-39 years"	"35-39"	3851	85879	44.84
	"Kansas"	"20"	"2014"	"2014"	"40-44 years"	"40-44"	676	84348	8.01
	"Kansas"	"20"	"2014"	"2014"	"45-49 years"	"45-49"	39	Not Available	Not Available
	"Kansas"	"20"	"2015"	"2015"	"Under 15 years"	"15"	14	Not Available	Not Available
	"Kansas"	"20"	"2015"	"2015"	"15-19 years"	"15-19"	2479	97270	25.49
	"Kansas"	"20"	"2015"	"2015"	"20-24 years"	"20-24"	9264	104470	88.68
	"Kansas"	"20"	"2015"	"2015"	"25-29 years"	"25-29"	12357	91623	134.87
	"Kansas"	"20"	"2015"	"2015"	"30-34 years"	"30-34"	10256	96269	106.53
	"Kansas"	"20"	"2015"	"2015"	"35-39 years"	"35-39"	4017	88022	45.64
	"Kansas"	"20"	"2015"	"2015"	"40-44 years"	"40-44"	727	82488	8.81
	"Kansas"	"20"	"2015"	"2015"	"45-49 years"	"45-49"	39	Not Available	Not Available
	"Kentucky"	"21"	"2007"	"2007"	"Under 15 years"	"15"	93	Not Available	Not Available
	"Kentucky"	"21"	"2007"	"2007"	"15-19 years"	"15-19"	7547	143559	52.57
